icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
L03,0.7008004497355155,0.6997415179898345,0.6705335427367214,0.6608237360921336,0.6075169974371466,0.702379706698375,0.7147586206896552,0.6827501757296819,,Cellulitis and acute lymphangitis,L00-L99,3,0.6736377596855164,0.7261907398700714,0.6725278601050377,0.7257795423269272,348.0,14231,235.0,6171,0.6414154559373856,0.7005445569753647,343.0,11780,231.0,5026,0.6145916670560837,0.7075233653187751,120.0,5243,107.0,2907,0.5408860951662063,0.6706723481416702,62.0,7677,56.0,4197,0.656249962747097,0.7449934870004654,125.0,7694,112.0,4202,0.6754862248897553,0.7545396849513054,125.0,7694,112.0,4202,0.6543150022625923,0.7100384339690209,348.0,14231,235.0,6171,,,,14231,,6171,0.7079941868146387,0.6656273096799851,0.7489885300397873,4202,7694,112.0,125.0,XII
D686,0.7042206144339869,0.689151006059863,0.6617786262200314,0.659194492419881,0.7441042345276874,0.7023268315158961,0.7470665028413455,0.6853742365560631,,Other thrombophilia,D50-D89,4,0.6507108360528946,0.7629635661840439,0.6333671599626541,0.7466803848743438,83.0,14231,45.0,6171,0.6052966177463532,0.7190515756607055,81.0,11780,45.0,5026,0.56806870251894,0.74234968572855,32.0,5243,23.0,2907,0.6435585394501686,0.8423958122730255,2.0,7677,2.0,4197,0.6110921874642372,0.7847367495298385,34.0,7694,24.0,4202,0.6591267362236977,0.8288122802972794,34.0,7694,24.0,4202,0.6265380024909973,0.7425919279456139,83.0,14231,45.0,6171,,,,14231,,6171,0.6890992167101828,0.5890545085072517,0.780110040307045,4202,7694,24.0,34.0,III
M48,0.6946340790991181,0.6961145288664314,0.6688123038393063,0.6539068846756753,0.4979584745026496,0.7020852336069727,0.6803841086449782,0.6657426980175633,,Other spondylopathies,M00-M99,3,0.6635480806231498,0.7260934755206108,0.6645734250545502,0.7259864434599876,229.0,14231,139.0,6171,0.6387355029582977,0.7006218060851097,227.0,11780,137.0,5026,0.6042650029063225,0.708299170434475,102.0,5243,76.0,2907,0.1789744887501001,0.9986968651413918,3.0,7677,3.0,4197,0.6549441561102867,0.7505004897713661,104.0,7694,78.0,4202,0.6313947588205338,0.7314825028181076,104.0,7694,78.0,4202,0.6347019717097283,0.697093877196312,229.0,14231,139.0,6171,,,,14231,,6171,0.696115840681058,0.6485141679644585,0.7406126827001571,4202,7694,78.0,104.0,XIII
F60,0.734992550042812,0.7409329638693932,0.7507551748750892,0.7215552990466417,0.5589404405056693,0.7014627910692756,0.7198210368820906,0.7201405041699533,,Specific personality disorders,F00-F99,3,0.6733474254608154,0.7895688593387604,0.6833185270428658,0.7935650199651718,105.0,14231,44.0,6171,0.6957402274012565,0.8029530182480812,105.0,11780,44.0,5026,0.6353488296270371,0.8007673218846321,45.0,5243,19.0,2907,0.3680781573057174,0.996026575565338,4.0,7677,3.0,4197,0.6148864299058914,0.7791011363267898,45.0,7694,19.0,4202,0.6266930118203163,0.8122443661093711,45.0,7694,19.0,4202,0.6640993401408195,0.7731211125850678,105.0,14231,44.0,6171,,,,14231,,6171,0.6642959864034513,0.5736056923866272,0.7537031188607215,4202,7694,19.0,45.0,V
R508,0.7298871628087983,0.765271142826509,0.7458780004308373,0.6696597401284191,0.762873158649459,0.70139844914502,0.6553417407760973,0.6934032038376161,,Other specified fever,R00-R99,4,0.6887442216277123,0.7700784102082252,0.7288464054465293,0.8010425239801406,143.0,14231,86.0,6171,0.7038311034440994,0.7846899107098579,142.0,11780,85.0,5026,0.5867882147431374,0.751788179576397,38.0,5243,34.0,2907,0.5876645103096962,0.9338277027010916,6.0,7677,6.0,4197,0.62469302713871,0.7754734992980957,39.0,7694,35.0,4202,0.5583864271640777,0.7412037819623947,39.0,7694,35.0,4202,0.6470555990934372,0.7342042252421379,143.0,14231,86.0,6171,,,,14231,,6171,0.6796998777403741,0.586708115041256,0.7635580763220787,4202,7694,35.0,39.0,XVIII
Z8671,0.6583865840918025,0.6667839416185792,0.6415254223064677,0.6615432861633469,0.5114502206508991,0.7000903601041051,0.6795401975195516,0.6447184507696616,,Personal history of venous thrombosis and embolism,Z00-Z99,5,0.6389883950352668,0.678022277355194,0.6467533841729164,0.6843816071748734,712.0,14231,310.0,6171,0.6228200227022171,0.6621501058340072,699.0,11780,304.0,5026,0.63199552744627,0.6916478455066681,329.0,5243,177.0,2907,0.4089765399694443,0.6000974252820015,31.0,7677,20.0,4197,0.6732585996389389,0.7273192003369331,342.0,7694,184.0,4202,0.6541709855198861,0.7062255099415778,342.0,7694,184.0,4202,0.6248913764953613,0.6631467431783676,712.0,14231,310.0,6171,,,,14231,,6171,0.6878861780857658,0.6620069950819015,0.7150708585977554,4202,7694,184.0,342.0,XXI
R50,0.6874011664070101,0.7050064637901013,0.6905896697104255,0.6761760752688172,0.7783032466669314,0.6999371012669603,0.7150909892216388,0.6850455390098994,0.6622265075839854,Fever of other and unknown origin,R00-R99,3,0.6591070637106895,0.7161710590124131,0.6778977543115616,0.7304025366902351,370.0,14231,253.0,6171,0.6621682971715928,0.7183300450444221,343.0,11780,227.0,5026,0.6324656337499619,0.7199007391929626,128.0,5243,116.0,2907,0.7427296444773674,0.8118040412664413,154.0,7677,143.0,4197,0.6579916253685951,0.7374652653932572,155.0,7694,143.0,4202,0.6663637727499008,0.758736215531826,155.0,7694,143.0,4202,0.6563710525631905,0.711830697953701,370.0,14231,253.0,6171,0.6320983305573463,0.6910478413105011,370.0,14231,253.0,6171,0.7087840006161509,0.666721461713314,0.7501614525914192,4202,7694,143.0,155.0,XVIII
R26,0.6754365695836868,0.6683970074765114,0.6536505824495493,0.6721233208198716,0.6685215967868504,0.699430773363086,0.7072098597078452,0.6592298657490063,,Abnormalities of gait and mobility,R00-R99,3,0.6369268640875816,0.7115059241652488,0.6267764940857887,0.7068954989314079,178.0,14231,121.0,6171,0.6124551251530648,0.6989378705620766,165.0,11780,111.0,5026,0.6119819298386574,0.731553529202938,89.0,5243,74.0,2907,0.581568019092083,0.751262940466404,31.0,7677,29.0,4197,0.6467811405658722,0.7473192989826203,102.0,7694,85.0,4202,0.6574819996953011,0.753874808549881,102.0,7694,85.0,4202,0.6210346803069114,0.699236461520195,178.0,14231,121.0,6171,,,,14231,,6171,0.7120859935122625,0.6627543866634369,0.7554025903344155,4202,7694,85.0,102.0,XVIII
K22,0.6601094635300868,0.6569069405595799,0.6240007930899311,0.6505205646763071,0.5089913995308835,0.6993624784086919,0.6824404616885421,0.6332290645644568,,Other diseases of esophagus,K00-K93,3,0.6290357559919357,0.6929482907056809,0.6259360253810883,0.6864422231912612,288.0,14231,159.0,6171,0.5900949463248253,0.6549994260072708,287.0,11780,158.0,5026,0.6010197296738624,0.6987237095832824,132.0,5243,91.0,2907,0.0597584601491689,0.7485472321510315,3.0,7677,3.0,4197,0.6517894044518471,0.7463063850998879,133.0,7694,92.0,4202,0.6351485624909401,0.7276014104485512,133.0,7694,92.0,4202,0.602978166937828,0.6653889387845993,288.0,14231,159.0,6171,,,,14231,,6171,0.6810552369549717,0.6331054642796516,0.726313154399395,4202,7694,92.0,133.0,XI
E274,0.7097995490778273,0.6877936846255251,0.6677878753815424,0.6707973481118894,0.7147000963545849,0.6991255088214262,0.7467342220144737,0.6886185272339743,,Other and unspecified adrenocortical insufficiency,E00-E90,4,0.6646045073866844,0.7530985370278358,0.6375657066702842,0.7377134457230567,115.0,14231,39.0,6171,0.6212839037179947,0.7214997246861458,109.0,11780,38.0,5026,0.5827864930033684,0.7492053762078286,41.0,5243,22.0,2907,0.5648095458745958,0.831633922457695,13.0,7677,2.0,4197,0.6219891980290413,0.7788534954190254,47.0,7694,23.0,4202,0.6765460923314095,0.8127508983016014,47.0,7694,23.0,4202,0.6413835659623146,0.7344455227255822,115.0,14231,39.0,6171,,,,14231,,6171,0.7258610663617217,0.6544095531105996,0.798227159678936,4202,7694,23.0,47.0,IV
J95,0.7337208689848574,0.7353607335285124,0.7038075921866437,0.6552293872313121,0.593707904228045,0.6985295656724227,0.7137179487179487,0.710532070869885,,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",J00-J99,3,0.7041359007358551,0.7636056110262871,0.7048816308379173,0.7643135830760002,214.0,14231,158.0,6171,0.6712264955043793,0.7355328887701035,212.0,11780,158.0,5026,0.5802446603775024,0.7279180303215981,48.0,5243,44.0,2907,0.2277924425899982,0.8774773567914962,6.0,7677,4.0,4197,0.624011617898941,0.7681364372372628,50.0,7694,44.0,4202,0.6359897553920746,0.7757832273840904,50.0,7694,44.0,4202,0.677510391175747,0.7426402494311333,214.0,14231,158.0,6171,,,,14231,,6171,0.7176896912611199,0.6497487992048263,0.7802652344107628,4202,7694,44.0,50.0,X
I678,0.6437027532426195,0.6497214927985995,0.6115334878614127,0.6446591306900953,0.7307030129124821,0.6984910376214724,0.6936675806241024,0.6500447600859394,,Other specified cerebrovascular diseases,I00-I99,4,0.5801535159349441,0.7004522860050202,0.5842418178915978,0.7120766624808311,71.0,14231,58.0,6171,0.5394316971302033,0.6756354853510856,70.0,11780,57.0,5026,0.559458227455616,0.7230388864874839,34.0,5243,33.0,2907,0.5895297288894653,0.8581703722476959,10.0,7677,10.0,4197,0.6265201181173324,0.7736074298620224,35.0,7694,34.0,4202,0.6139950260519982,0.7731674268841743,35.0,7694,34.0,4202,0.5924209028482437,0.7102598384022712,71.0,14231,58.0,6171,,,,14231,,6171,0.7062764627982019,0.6241720959544181,0.7766010522842407,4202,7694,34.0,35.0,IX
F43,0.7107041398902281,0.7169479498629732,0.7237094715124429,0.7143159604396879,0.7359572527042878,0.6983451317432767,0.7062683701194523,0.7029411248486186,,"Reaction to severe stress, and adjustment disorders",F00-F99,3,0.683160126209259,0.7383520603179932,0.6846145197749138,0.7459345445036888,286.0,14231,143.0,6171,0.6945287719368934,0.7507766798138619,284.0,11780,141.0,5026,0.6744657531380653,0.7575478971004486,135.0,5243,82.0,2907,0.5505074456334114,0.8635071277618408,4.0,7677,4.0,4197,0.6546124815940857,0.7409205839037896,137.0,7694,84.0,4202,0.6628928154706955,0.7494512364268303,137.0,7694,84.0,4202,0.6714005395770073,0.7334059298038482,286.0,14231,143.0,6171,,,,14231,,6171,0.7052580437338031,0.6621773615479469,0.748442405462265,4202,7694,84.0,137.0,V
I77,0.7042037067957923,0.6798630823175822,0.6476818344910962,0.6489573323082836,0.6057249587351229,0.6983015416775542,0.681343088581134,0.6494546668892971,,Other disorders of arteries and arterioles,I00-I99,3,0.6575493916869164,0.7506783932447434,0.6325935453176499,0.7275850713253021,106.0,14231,80.0,6171,0.5936537623405457,0.6973250046372413,106.0,11780,80.0,5026,0.5600468024611474,0.7430714085698128,40.0,5243,36.0,2907,0.0983771065250038,0.9631650373339652,3.0,7677,3.0,4197,0.6178606808185577,0.7758028104901313,40.0,7694,36.0,4202,0.60269632935524,0.7539622411131859,40.0,7694,36.0,4202,0.6000681862235069,0.6927351236343383,106.0,14231,80.0,6171,,,,14231,,6171,0.6878821531225503,0.6167737424373627,0.7545311599969864,4202,7694,36.0,40.0,IX
E53,0.7091302618928972,0.6591249767200721,0.6274116347569956,0.645129306783442,0.6378322042730589,0.6980834303908259,0.7126753639368816,0.651181613638766,,Deficiency of other B group vitamins,E00-E90,3,0.6709354087710381,0.7469400376081466,0.6202740520238876,0.6968293786048889,141.0,14231,67.0,6171,0.5884693041443825,0.6661522448062897,140.0,11780,66.0,5026,0.5782495722174644,0.7067415982484817,56.0,5243,38.0,2907,0.6275533974170685,0.6489008128643036,1.0,7677,1.0,4197,0.6446238726377488,0.7537331074476242,57.0,7694,39.0,4202,0.6582971245050431,0.769583024084568,57.0,7694,39.0,4202,0.6147301509976387,0.6880755707621574,141.0,14231,67.0,6171,,,,14231,,6171,0.7231185204073428,0.6630871936678887,0.7805924370884895,4202,7694,39.0,57.0,IV
Z82,0.7008777768791954,0.6985935549765668,0.7036810994349163,0.6989341128977696,0.6387441375716518,0.6975802791330988,0.7202182382087069,0.7047132789697192,,Family history of certain disabilities and chronic diseases (leading to disablement),Z00-Z99,3,0.6683481633663177,0.7319317385554314,0.6653409361839294,0.7297437340021133,253.0,14231,167.0,6171,0.6734129428863526,0.7324493020772934,252.0,11780,166.0,5026,0.6549521908164024,0.7381147965788841,139.0,5243,110.0,2907,0.6274539172649384,0.6498110741376877,1.0,7677,1.0,4197,0.6537649378180503,0.7426925763487816,140.0,7694,111.0,4202,0.6836686134338379,0.7564318954944611,140.0,7694,111.0,4202,0.6731917575001717,0.7364326328039169,253.0,14231,167.0,6171,,,,14231,,6171,0.7116740421347252,0.6688121780753136,0.7511448323726654,4202,7694,111.0,140.0,XXI
L033,0.7185476127121487,0.7075072017770168,0.6969594455459525,0.7080075763681793,0.6399924104072291,0.6973824533131102,0.7144160583941607,0.7225771371056376,,Cellulitis and acute lymphangitis of trunk,L00-L99,4,0.6562888815999031,0.7739172995090484,0.6457459464669227,0.7675161197781563,61.0,14231,49.0,6171,0.633387541770935,0.7550030454993247,58.0,11780,46.0,5026,0.5665677219629288,0.8217149764299393,19.0,5243,18.0,2907,0.453135820478201,0.8283608853816986,11.0,7677,11.0,4197,0.5541322067379952,0.8243462994694709,22.0,7694,21.0,4202,0.59541687220335,0.8159683138132096,22.0,7694,21.0,4202,0.6561818778514862,0.7831859603524208,61.0,14231,49.0,6171,,,,14231,,6171,0.684324343539672,0.5657836124300957,0.7977212518453598,4202,7694,21.0,22.0,XII
K566,0.7033835606303485,0.7242344652971302,0.7013236762243409,0.6585023354815822,0.6584136191677176,0.6970573950325746,0.6782662580180542,0.6915369881706906,,Other and unspecified intestinal obstruction,K00-K93,4,0.6496557429432869,0.7607879102230072,0.6725516840815544,0.7764394074678421,86.0,14231,67.0,6171,0.6412630647420883,0.7566693678498267,86.0,11780,67.0,5026,0.5725359126925469,0.7385426849126816,39.0,5243,37.0,2907,0.5845866724848747,0.7320270881056785,52.0,7677,48.0,4197,0.6075576141476631,0.7805431038141251,39.0,7694,37.0,4202,0.5990430921316147,0.7650586023926735,39.0,7694,37.0,4202,0.6342033207416534,0.7442677453160286,86.0,14231,67.0,6171,,,,14231,,6171,0.694364333685039,0.6131876960396767,0.7681818917393685,4202,7694,37.0,39.0,XI
R458,0.7361846116905151,0.738176946918452,0.7577335871560387,0.7306164793554072,0.8011745269266545,0.69701844198561,0.6853709295638157,0.7211997611472515,,Other symptoms and signs involving emotional state,R00-R99,4,0.6994679898023606,0.7709846287965775,0.7061079576611519,0.7699844598770141,226.0,14231,158.0,6171,0.720382621884346,0.7943751841783524,221.0,11780,155.0,5026,0.6830208599567413,0.7759663000702858,116.0,5243,91.0,2907,0.7522161200642585,0.8470889791846276,95.0,7677,69.0,4197,0.6429969236254692,0.7488043218851089,121.0,7694,94.0,4202,0.6359534695744514,0.735303846001625,121.0,7694,94.0,4202,0.6895955964922905,0.7533314198255538,226.0,14231,158.0,6171,,,,14231,,6171,0.6907325175454775,0.64227264970541,0.739962249994278,4202,7694,94.0,121.0,XVIII
C9110,0.6588667792138304,0.6729620814460158,0.6438513449291893,0.6502037128443667,0.6143688645643297,0.6964643822477985,0.7054927957973669,0.6799094087583833,,Chronic lymphocytic leukemia of B-cell type not having achieved remission,,5,0.6101442441344261,0.7088513657450676,0.6274779438972473,0.7167734041810035,92.0,14231,31.0,6171,0.5927842229604721,0.6908345058560371,90.0,11780,30.0,5026,0.5810096308588982,0.7115675061941147,46.0,5243,21.0,2907,0.2142577946186065,0.8486411690711975,3.0,7677,3.0,4197,0.6399973779916763,0.749920555949211,48.0,7694,22.0,4202,0.6422214850783348,0.7659031689167023,48.0,7694,22.0,4202,0.6358743771910668,0.725333870947361,92.0,14231,31.0,6171,,,,14231,,6171,0.6997531388961549,0.6421248391270638,0.7558183521032333,4202,7694,22.0,48.0,II
R07,0.744909529110173,0.7420220199225341,0.7626938709528427,0.743224398183179,0.6833944759631116,0.6964229844537035,0.7050742873954838,0.7271580573179945,0.7097058072957898,Pain in throat and chest,R00-R99,3,0.7338998109102249,0.7557020708918571,0.7304314583539963,0.753014087677002,2039.0,14231,1182.0,6171,0.7498982429504395,0.7762844294309617,1470.0,11780,791.0,5026,0.7261141449213028,0.7586172923445702,904.0,5243,489.0,2907,0.6701656505465508,0.6978687360882759,1561.0,7677,957.0,4197,0.6818597406148911,0.7100341901183128,1473.0,7694,902.0,4202,0.6892652839422226,0.7187353536486626,1473.0,7694,902.0,4202,0.7157887205481529,0.7377895146608353,2039.0,14231,1182.0,6171,0.6981467694044113,0.7206938922405243,2039.0,14231,1182.0,6171,0.7069862682875698,0.6937888190150261,0.7194850116968154,4202,7694,902.0,1473.0,XVIII
E27,0.662702900757967,0.6780149827614368,0.6568837098849133,0.6619689809539819,0.6997722360041201,0.6963832764803639,0.7224445319105514,0.6628247405386555,,Other disorders of adrenal gland,E00-E90,3,0.6212609127163887,0.7016014501452446,0.6382376551628113,0.721113820374012,161.0,14231,67.0,6171,0.6160136878490448,0.6977837651968002,151.0,11780,66.0,5026,0.5959493309259415,0.7251540765166282,62.0,5243,38.0,2907,0.5778170377016068,0.8021866858005524,18.0,7677,2.0,4197,0.6376168370246887,0.75684754550457,72.0,7694,39.0,4202,0.6678062453866005,0.7770997866988182,72.0,7694,39.0,4202,0.6239761799573899,0.7035171300172806,161.0,14231,67.0,6171,,,,14231,,6171,0.7031564331321614,0.6421911656856537,0.7614702299237252,4202,7694,39.0,72.0,IV
R4585,0.7342263179634672,0.736311372375037,0.7556850519716934,0.7294834836871735,0.8005706035069209,0.696221723439838,0.6846954493442479,0.7195700619078216,,Homicidal and suicidal ideations,R00-R99,5,0.6979741320014,0.768414531648159,0.703851756453514,0.7690941020846367,224.0,14231,156.0,6171,0.718994127213955,0.7917604342103004,219.0,11780,153.0,5026,0.6807049974799156,0.7755930215120316,115.0,5243,90.0,2907,0.7513743355870247,0.8465019404888153,95.0,7677,69.0,4197,0.6417634576559067,0.746899950504303,120.0,7694,93.0,4202,0.6339969784021378,0.7352821528911591,120.0,7694,93.0,4202,0.6869293138384819,0.7509037673473358,224.0,14231,156.0,6171,,,,14231,,6171,0.6905025966024118,0.6408778384327889,0.7410184144973755,4202,7694,93.0,120.0,XVIII
R55,0.687093675613234,0.6918574877459945,0.6500796739511422,0.6375545899444773,0.6768015659294363,0.6957197334969756,0.6942248546214312,0.6706648339789569,0.6739165355589407,Syncope and collapse,R00-R99,3,0.6632474914193154,0.7090427234768868,0.6688792556524277,0.7146147772669792,562.0,14231,427.0,6171,0.621064156293869,0.6777005001902581,368.0,11780,250.0,5026,0.5937863528728485,0.6760283857584,180.0,5243,146.0,2907,0.6488063171505928,0.7035133525729179,403.0,7677,347.0,4197,0.6677030041813851,0.7245182529091835,374.0,7694,326.0,4202,0.6652410656213761,0.7207593008875847,374.0,7694,326.0,4202,0.6467350631952286,0.6903934106230736,562.0,14231,427.0,6171,0.6521305099129677,0.6969348683953285,562.0,14231,427.0,6171,0.6781223517723035,0.6496961355209351,0.7048111826181411,4202,7694,326.0,374.0,XVIII
R1013,0.7238730487416376,0.7240379765318042,0.6685698110306986,0.6343578601520892,0.7203796610169492,0.6956447134915875,0.6828504603550515,0.6972625968992248,0.7061643835616439,Epigastric pain,R00-R99,5,0.6903721615672112,0.7581225112080574,0.6885808691382408,0.7564850687980652,215.0,14231,170.0,6171,0.6118861079216004,0.720170809328556,116.0,11780,84.0,5026,0.5644013538956643,0.6971744775772095,73.0,5243,53.0,2907,0.6838157951831818,0.7539412260055542,177.0,7677,152.0,4197,0.6576050594449043,0.7372219905257225,172.0,7694,143.0,4202,0.6441982626914978,0.7190260618925095,172.0,7694,143.0,4202,0.6639125913381576,0.730948968231678,215.0,14231,170.0,6171,0.6732133314013481,0.7395012885332107,215.0,14231,170.0,6171,0.6820891277060159,0.6431994423270225,0.7201306253671647,4202,7694,143.0,172.0,XVIII
K2270,0.6438447870578702,0.6729530022298396,0.642594992745715,0.646319273423162,,0.6955025892033768,0.6938816769525431,0.6484131897779725,,Barrett's esophagus without dysplasia,K00-K93,5,0.5975498333573341,0.6880687162280082,0.6291200459003449,0.7172196507453918,141.0,14231,72.0,6171,0.5913215577602386,0.6858051285147667,141.0,11780,72.0,5026,0.5774961471557618,0.7046114638447761,74.0,5243,50.0,2907,,,0.0,7677,0.0,4197,0.6366283223032951,0.7567174509167671,74.0,7694,50.0,4202,0.6287096232175827,0.7538786977529526,74.0,7694,50.0,4202,0.6026848018169403,0.6885007575154305,141.0,14231,72.0,6171,,,,14231,,6171,0.6824483932751649,0.6076954960823059,0.7456912979483604,4202,7694,50.0,74.0,XI
K58,0.6934132100500213,0.6885554435231567,0.676373124126297,0.6792227040992872,0.5549765502866075,0.6953380468837145,0.6380083325342606,0.624764463799829,,Irritable bowel syndrome,K00-K93,3,0.6547232240438462,0.731085728108883,0.6522648796439171,0.7257926568388939,159.0,14231,84.0,6171,0.6352920025587082,0.714879846572876,159.0,11780,84.0,5026,0.6174356728792191,0.7418542265892029,67.0,5243,44.0,2907,0.5437009394168854,0.5657276198267936,1.0,7677,1.0,4197,0.6305160716176034,0.7549354374408722,67.0,7694,44.0,4202,0.5777590990066528,0.6879918202757835,67.0,7694,44.0,4202,0.5829485818743706,0.6645667180418968,159.0,14231,84.0,6171,,,,14231,,6171,0.6511793334363974,0.5935981079936028,0.7143889322876931,4202,7694,44.0,67.0,XI
K227,0.6438900885392286,0.6733707825579229,0.6433572867937888,0.6462303859285867,,0.6951603177981132,0.6961729445981414,0.6508806104626288,,Barrett's esophagus,K00-K93,4,0.5967876240611076,0.6885646313428879,0.6296468198299408,0.7178527489304543,141.0,14231,72.0,6171,0.5922785997390747,0.6869049951434135,141.0,11780,72.0,5026,0.5761608839035035,0.7059068828821182,74.0,5243,50.0,2907,,,0.0,7677,0.0,4197,0.6351255401968956,0.756200197339058,74.0,7694,50.0,4202,0.6302001267671585,0.7557770937681199,74.0,7694,50.0,4202,0.6058500081300736,0.6913156986236573,141.0,14231,72.0,6171,,,,14231,,6171,0.681253103497198,0.6075271293520927,0.7441922768950462,4202,7694,50.0,74.0,XI
G2581,0.6279001934283637,0.6618884522034818,0.6287079520676867,0.6413208333005902,,0.6945422511712337,0.6658880687657666,0.6158444934517723,,Restless legs syndrome,G00-G99,5,0.581070764362812,0.6717386215925216,0.6154369965195656,0.704190830886364,115.0,14231,54.0,6171,0.5798841133713722,0.6724759235978126,115.0,11780,54.0,5026,0.5680982813239097,0.7159164980053901,49.0,5243,26.0,2907,,,0.0,7677,0.0,4197,0.6322543695569038,0.7593615129590034,49.0,7694,26.0,4202,0.6027838081121445,0.7283057034015655,49.0,7694,26.0,4202,0.5713518723845482,0.661964325606823,115.0,14231,54.0,6171,,,,14231,,6171,0.6718596922091269,0.6095599189400673,0.7302212730050087,4202,7694,26.0,49.0,VI
R068,0.6632220395019568,0.65273273436739,0.6376476096889069,0.6877309873428639,0.7001934133854735,0.6942824679614216,0.7161516712907914,0.6544943216653392,0.5791550397368828,Other abnormalities of breathing,R00-R99,4,0.6293442934751511,0.6975928142666816,0.621764923632145,0.6875873789191246,199.0,14231,153.0,6171,0.5969373092055321,0.6746743097901344,164.0,11780,120.0,5026,0.6345566585659981,0.737943185865879,90.0,5243,70.0,2907,0.6676097884774208,0.7323315635323524,151.0,7677,125.0,4197,0.655524680018425,0.7315224334597588,125.0,7694,103.0,4202,0.6792202845215798,0.756459029018879,125.0,7694,103.0,4202,0.6192675471305847,0.6870122134685517,199.0,14231,153.0,6171,0.5440839812159538,0.6119322896003723,199.0,14231,153.0,6171,0.6993758752807504,0.65992681235075,0.7384492635726929,4202,7694,103.0,125.0,XVIII
